timestamp,date,time,open,high,low,close,volume
2020-01-06 09:00:00,06/01/2020,09:00:00,0.197,0.2259,0.197,0.2226,92022218.9
2020-01-07 09:00:00,07/01/2020,09:00:00,0.2227,0.2297,0.2071,0.2138,124985943.9
2020-01-08 09:00:00,08/01/2020,09:00:00,0.2138,0.2204,0.2013,0.2078,79791597.2
2020-01-09 09:00:00,09/01/2020,09:00:00,0.2078,0.2089,0.201,0.204,45126429.9
2020-01-10 09:00:00,10/01/2020,09:00:00,0.2039,0.2136,0.2001,0.2128,62488677.4
2020-01-11 09:00:00,11/01/2020,09:00:00,0.2128,0.2203,0.2085,0.2117,73742826.6
2020-01-12 09:00:00,12/01/2020,09:00:00,0.2113,0.217,0.2095,0.2158,66638560.6
2020-01-13 09:00:00,13/01/2020,09:00:00,0.2155,0.216,0.2104,0.2115,37926195.9
2020-01-14 09:00:00,14/01/2020,09:00:00,0.2115,0.2458,0.2115,0.235,209732728.8
2020-01-15 09:00:00,15/01/2020,09:00:00,0.235,0.2444,0.2268,0.2337,176527571.0
2020-01-16 09:00:00,16/01/2020,09:00:00,0.227,0.2352,0.2213,0.227,75637794.6
2020-01-17 09:00:00,17/01/2020,09:00:00,0.2291,0.2449,0.2279,0.2284,108824285.7
2020-01-18 09:00:00,18/01/2020,09:00:00,0.2394,0.2552,0.232,0.2441,153549609.9
2020-01-19 09:00:00,19/01/2020,09:00:00,0.2442,0.2525,0.226,0.236,132454087.4
2020-01-20 09:00:00,20/01/2020,09:00:00,0.236,0.237,0.2236,0.2335,77419621.8
2020-01-21 09:00:00,21/01/2020,09:00:00,0.2333,0.2424,0.229,0.2375,102077724.0
2020-01-22 09:00:00,22/01/2020,09:00:00,0.2375,0.2404,0.2315,0.2376,87613905.1
2020-01-23 09:00:00,23/01/2020,09:00:00,0.2375,0.2376,0.2202,0.2262,67311519.0
2020-01-24 09:00:00,24/01/2020,09:00:00,0.2261,0.2265,0.2135,0.2224,81678743.4
2020-01-25 09:00:00,25/01/2020,09:00:00,0.2224,0.2227,0.2167,0.2197,52182168.9
2020-01-26 09:00:00,26/01/2020,09:00:00,0.2197,0.233,0.2179,0.2313,67256850.5
2020-01-27 09:00:00,27/01/2020,09:00:00,0.2315,0.2342,0.2265,0.2309,74631182.4
2020-01-28 09:00:00,28/01/2020,09:00:00,0.2309,0.2423,0.2309,0.2393,108022768.8
2020-01-29 09:00:00,29/01/2020,09:00:00,0.2394,0.2425,0.2343,0.236,84632552.4
2020-01-30 09:00:00,30/01/2020,09:00:00,0.2358,0.2486,0.2304,0.2443,136027408.5
2020-01-31 09:00:00,31/01/2020,09:00:00,0.2443,0.2458,0.2333,0.2397,114882434.6
2020-02-01 09:00:00,01/02/2020,09:00:00,0.2396,0.2434,0.2367,0.2416,78371892.9
2020-02-02 09:00:00,02/02/2020,09:00:00,0.2417,0.2623,0.2359,0.2515,188036127.4
2020-02-03 09:00:00,03/02/2020,09:00:00,0.2514,0.2603,0.2475,0.255,136732781.0
2020-02-04 09:00:00,04/02/2020,09:00:00,0.255,0.2716,0.2478,0.2676,293891453.1
2020-02-05 09:00:00,05/02/2020,09:00:00,0.2676,0.2826,0.2676,0.2786,326815683.9
2020-02-06 09:00:00,06/02/2020,09:00:00,0.2784,0.2895,0.2672,0.2841,308785098.1
2020-02-07 09:00:00,07/02/2020,09:00:00,0.2841,0.289,0.2778,0.2799,179021253.9
2020-02-08 09:00:00,08/02/2020,09:00:00,0.2799,0.2828,0.2631,0.2775,213133598.3
2020-02-09 09:00:00,09/02/2020,09:00:00,0.2776,0.2895,0.2763,0.2828,186098848.0
2020-02-10 09:00:00,10/02/2020,09:00:00,0.2832,0.2839,0.267,0.2736,154571029.9
2020-02-11 09:00:00,11/02/2020,09:00:00,0.2737,0.2847,0.2678,0.2816,170236592.2
2020-02-12 09:00:00,12/02/2020,09:00:00,0.2817,0.31,0.2817,0.3043,354388313.3
2020-02-13 09:00:00,13/02/2020,09:00:00,0.3043,0.3413,0.2968,0.3276,766448983.5
2020-02-14 09:00:00,14/02/2020,09:00:00,0.3274,0.3407,0.3102,0.3362,349052494.4
2020-02-15 09:00:00,15/02/2020,09:00:00,0.3365,0.3476,0.291,0.3075,453671357.3
2020-02-16 09:00:00,16/02/2020,09:00:00,0.3075,0.3195,0.267,0.2926,424275245.0
2020-02-17 09:00:00,17/02/2020,09:00:00,0.2926,0.2954,0.2688,0.2877,322587027.3
2020-02-18 09:00:00,18/02/2020,09:00:00,0.2878,0.3034,0.2748,0.2989,335345319.1
2020-02-19 09:00:00,19/02/2020,09:00:00,0.2989,0.3088,0.2656,0.2746,334818871.3
2020-02-20 09:00:00,20/02/2020,09:00:00,0.2746,0.2818,0.2609,0.271,334462467.7
2020-02-21 09:00:00,21/02/2020,09:00:00,0.271,0.2795,0.2679,0.2745,242451597.6
2020-02-22 09:00:00,22/02/2020,09:00:00,0.2746,0.279,0.2702,0.2749,165919424.0
2020-02-23 09:00:00,23/02/2020,09:00:00,0.275,0.2852,0.2749,0.2834,215394996.2
2020-02-24 09:00:00,24/02/2020,09:00:00,0.2834,0.2846,0.2643,0.2707,282851019.0
2020-02-25 09:00:00,25/02/2020,09:00:00,0.2707,0.2711,0.2505,0.2524,278756681.8
2020-02-26 09:00:00,26/02/2020,09:00:00,0.2525,0.2556,0.2223,0.2292,508044420.4
2020-02-27 09:00:00,27/02/2020,09:00:00,0.2291,0.2476,0.2237,0.2388,314574391.9
2020-02-28 09:00:00,28/02/2020,09:00:00,0.2387,0.2445,0.2283,0.2368,263044384.5
2020-02-29 09:00:00,29/02/2020,09:00:00,0.2368,0.2428,0.2288,0.2291,178973905.3
2020-03-01 09:00:00,01/03/2020,09:00:00,0.2291,0.2363,0.2246,0.2274,201275931.2
2020-03-02 09:00:00,02/03/2020,09:00:00,0.2273,0.2417,0.226,0.2399,191063851.5
2020-03-03 09:00:00,03/03/2020,09:00:00,0.2399,0.2399,0.23,0.2344,170532703.6
2020-03-04 09:00:00,04/03/2020,09:00:00,0.2344,0.2387,0.2302,0.2349,154653888.3
2020-03-05 09:00:00,05/03/2020,09:00:00,0.235,0.2436,0.2348,0.2395,171513665.5
2020-03-06 09:00:00,06/03/2020,09:00:00,0.2394,0.2465,0.2382,0.2452,167156747.1
2020-03-07 09:00:00,07/03/2020,09:00:00,0.2453,0.2455,0.2354,0.2364,142908680.1
2020-03-08 09:00:00,08/03/2020,09:00:00,0.2365,0.2366,0.1986,0.2042,266461074.2
