timestamp,date,time,open,high,low,close,volume
2020-07-10 09:00:00,10/07/2020,09:00:00,0.003989,0.003989,0.00334,0.003535,7578204800.0
2020-07-11 09:00:00,11/07/2020,09:00:00,0.003535,0.00396,0.003411,0.003812,6154154959.0
2020-07-12 09:00:00,12/07/2020,09:00:00,0.00381,0.003861,0.003573,0.003648,2832682740.0
2020-07-13 09:00:00,13/07/2020,09:00:00,0.003647,0.00366,0.002942,0.003159,7754495522.0
2020-07-14 09:00:00,14/07/2020,09:00:00,0.003159,0.003401,0.003014,0.003293,4978543051.0
2020-07-15 09:00:00,15/07/2020,09:00:00,0.003293,0.003293,0.003046,0.003088,3104188124.0
2020-07-16 09:00:00,16/07/2020,09:00:00,0.003089,0.003093,0.00287,0.002985,3211986224.0
2020-07-17 09:00:00,17/07/2020,09:00:00,0.002985,0.003095,0.002912,0.003057,3227239839.0
2020-07-18 09:00:00,18/07/2020,09:00:00,0.003058,0.003678,0.003013,0.003436,13483791081.0
2020-07-19 09:00:00,19/07/2020,09:00:00,0.003437,0.003779,0.003301,0.003385,7212773014.0
2020-07-20 09:00:00,20/07/2020,09:00:00,0.003386,0.003432,0.003125,0.003216,3363031243.0
2020-07-21 09:00:00,21/07/2020,09:00:00,0.003215,0.003321,0.00318,0.003302,2619443411.0
2020-07-22 09:00:00,22/07/2020,09:00:00,0.003303,0.003314,0.003203,0.003292,1421543633.0
2020-07-23 09:00:00,23/07/2020,09:00:00,0.003294,0.003349,0.003265,0.003307,1674318643.0
2020-07-24 09:00:00,24/07/2020,09:00:00,0.003307,0.003314,0.003131,0.003213,1958265733.0
2020-07-25 09:00:00,25/07/2020,09:00:00,0.003213,0.00333,0.00318,0.003261,1830671869.0
2020-07-26 09:00:00,26/07/2020,09:00:00,0.00326,0.003297,0.003186,0.003239,1706816092.0
2020-07-27 09:00:00,27/07/2020,09:00:00,0.00324,0.003253,0.002999,0.003162,2747068881.0
2020-07-28 09:00:00,28/07/2020,09:00:00,0.003163,0.003233,0.003125,0.003189,1303272965.0
2020-07-29 09:00:00,29/07/2020,09:00:00,0.00319,0.003306,0.003165,0.003173,1909850957.0
2020-07-30 09:00:00,30/07/2020,09:00:00,0.003172,0.003245,0.003135,0.003228,1390413974.0
2020-07-31 09:00:00,31/07/2020,09:00:00,0.003228,0.003242,0.003175,0.00323,1099731013.0
2020-08-01 09:00:00,01/08/2020,09:00:00,0.00323,0.003872,0.003207,0.003715,10216943773.0
2020-08-02 09:00:00,02/08/2020,09:00:00,0.003717,0.003798,0.003061,0.00334,5243937296.0
2020-08-03 09:00:00,03/08/2020,09:00:00,0.00334,0.003446,0.003311,0.003384,2209764359.0
2020-08-04 09:00:00,04/08/2020,09:00:00,0.003384,0.003581,0.003363,0.003552,4816227415.0
2020-08-05 09:00:00,05/08/2020,09:00:00,0.003553,0.003595,0.003443,0.003506,2312327069.0
2020-08-06 09:00:00,06/08/2020,09:00:00,0.003506,0.003656,0.00345,0.003562,2805190546.0
2020-08-07 09:00:00,07/08/2020,09:00:00,0.003562,0.003621,0.003347,0.003496,2178416173.0
2020-08-08 09:00:00,08/08/2020,09:00:00,0.003495,0.003524,0.003392,0.003524,1076365750.0
2020-08-09 09:00:00,09/08/2020,09:00:00,0.003523,0.003538,0.003411,0.003471,1056863867.0
2020-08-10 09:00:00,10/08/2020,09:00:00,0.003471,0.003565,0.003382,0.003505,1971519264.0
2020-08-11 09:00:00,11/08/2020,09:00:00,0.003503,0.003588,0.003318,0.003397,2194380541.0
2020-08-12 09:00:00,12/08/2020,09:00:00,0.003396,0.003506,0.003311,0.003468,1532632558.0
2020-08-13 09:00:00,13/08/2020,09:00:00,0.003467,0.003526,0.003333,0.003491,1887102282.0
2020-08-14 09:00:00,14/08/2020,09:00:00,0.003492,0.003606,0.003434,0.003579,1981401261.0
